,,pid1263-28,pid610003b-04,pid9048b-04,pid9049-29,pid9050-29,pid9054-29,pid9055-28,pid9058-29,pid9059b-04,pid9060-29,pid9061-29,pid9062b-03,pid9063b-04,pid9066-29,pid9070b-12,pid9072b-04,pid9073b-04,pid9074f-29,pid9093b-03,pid9094-28,pid9097-19,pid9098-08,pid9099b-04,pid9101b-11,pid9104-29,pid9118b-04,pid9130-03,pid9138-29,pid9139-28,pid9153-28,pid9170-28,pid9174-29,pid9192-29
42,1,0.25589646,0.21020286,0.26847309,0.26286417,0.16617199,0.33014443,0.50861027,0.38714097,0.4547832,0.52461806,0.3477916,0.3958649,0.36595995,0.44083792,0.22579826,0.20321616,0.19462035,0.21115907,0.53391158,0.25750268,0.54647692,0.29837527,0.38850475,0.56461392,0.28371104,0.34366624,0.32331996,0.41786424,0.24571547,0.82221635,0.39051024,0.48314624,0.41178713
42,2,0.33548012,0.28480158,0.41684868,0.30996905,0.23042637,0.41006006,0.58717789,0.54752743,0.56598289,0.62506031,0.3798783,0.47015996,0.47677917,0.63230004,0.26225968,0.26920404,0.26226702,0.26971223,0.5881245,0.39027331,0.62061881,0.43694223,0.46085518,0.66327242,0.36579399,0.46050219,0.416387,0.42180068,0.30164715,0.78562938,0.52811721,0.59413517,0.47572808
43,0,0.40545886,0.35796429,0.52149874,0.3579024,0.28432793,0.4478121,0.59759197,0.71968406,0.631888,0.66802466,0.38086285,0.50216543,0.53163761,0.75658062,0.27650546,0.32599596,0.33223602,0.333749,0.63304917,0.45334941,0.71156635,0.51157244,0.52376557,0.70305271,0.45932259,0.56133916,0.47414025,0.46467892,0.34033725,0.77479857,0.59560178,0.63576938,0.50056786
43,1,0.42864913,0.40052085,0.52342967,0.39740532,0.30106263,0.43904619,0.564075,0.76336951,0.62043554,0.62410212,0.3535348,0.4629061,0.54601929,0.75744816,0.2575252,0.35779394,0.34447012,0.36960032,0.65325139,0.44118435,0.75084602,0.52496445,0.52872072,0.66951516,0.51541356,0.60655005,0.47410517,0.5133167,0.34522236,0.75478801,0.62219695,0.61159985,0.47413807
43,2,0.41744956,0.40779818,0.41846306,0.48409505,0.29125683,0.39129129,0.4820064,0.73513539,0.56578845,0.52483919,0.32374538,0.39546265,0.49027486,0.72998307,0.23047345,0.37735758,0.32398817,0.39639488,0.65317209,0.35544837,0.74685763,0.54971055,0.51228773,0.58825393,0.52771005,0.63486858,0.44904641,0.51402964,0.33862458,0.73015454,0.6238219,0.53313478,0.42856332
44,0,0.39234326,0.41665754,0.34221772,0.57650218,0.30473981,0.37212927,0.39821397,0.65329219,0.5345421,0.45501206,0.33892383,0.36802939,0.43597272,0.71982649,0.2193868,0.38585859,0.32804625,0.43293365,0.70221055,0.30348339,0.73253565,0.61383766,0.50620047,0.54102672,0.57335351,0.7124183,0.43867445,0.50162958,0.34518788,0.7525426,0.62869678,0.46487973,0.42036181
44,1,0.41383999,0.44087474,0.42580693,0.72382556,0.33996171,0.38426998,0.38644038,0.60681908,0.46378573,0.46146475,0.36062491,0.38584894,0.44798492,0.7,0.20955365,0.38782222,0.36796868,0.46465228,0.74008723,0.32585745,0.70262267,0.68977796,0.48229557,0.5153903,0.5759388,0.74448676,0.41922848,0.48278759,0.34919942,0.7757892,0.6439714,0.41852616,0.39531111
44,2,0.43266663,0.45329975,0.53876104,0.76961034,0.36076866,0.37330187,0.39337125,0.56151344,0.42208828,0.47991155,0.36616983,0.39920355,0.48443359,0.57069403,0.19866181,0.37241212,0.40106779,0.47629097,0.73468477,0.35240264,0.68056563,0.70949646,0.44798398,0.51517904,0.54431809,0.71384069,0.40529005,0.46137394,0.36037196,0.78166689,0.64548803,0.35175258,0.37947595
45,0,0.425089,0.41624378,0.56027561,0.74198835,0.33079409,0.34035464,0.39582371,0.47809771,0.38713786,0.46011123,0.35531929,0.39020662,0.50980756,0.37857596,0.16927247,0.33344646,0.37188312,0.44808153,0.71668319,0.34934798,0.66763355,0.60174454,0.41956806,0.50470054,0.4918187,0.6362557,0.41354553,0.41102511,0.36559041,0.72077665,0.58980609,0.29438717,0.34404153
45,1,0.39739913,0.34754725,0.446298,0.64477422,0.27143248,0.29099814,0.33937267,0.35197341,0.31633288,0.37432994,0.31614249,0.33058017,0.49952611,0.35292002,0.1462861,0.30050909,0.31004226,0.36083133,0.65382633,0.31048589,0.68775683,0.51539073,0.37952626,0.42527728,0.34604434,0.54347111,0.41082099,0.30318277,0.34762469,0.59737155,0.49845629,0.26762123,0.25535004
45,2,0.33331685,0.2972996,0.24557627,0.48867444,0.21629507,0.25057915,0.2749067,0.30218844,0.25263465,0.30356473,0.2559825,0.24189807,0.42161165,0.3723339,0.20388752,0.26117172,0.23359709,0.3093765,0.5297383,0.2528671,0.73332125,0.49012955,0.38515196,0.33659026,0.2843819,0.44049466,0.37922567,0.25021643,0.3564064,0.42498349,0.32967176,0.28146621,0.22515616
46,0,0.26421578,0.28948681,0.22214133,0.4131646,0.20218402,0.28411268,0.26906878,0.30161661,0.25148746,0.29528277,0.22247368,0.193615,0.32930523,0.46133094,0.29543491,0.25730909,0.20849444,0.3236211,0.40865385,0.25490354,0.75471356,0.54632896,0.4459636,0.37744798,0.35464289,0.51865566,0.35955753,0.24046443,0.35375119,0.36913882,0.28495829,0.35127148,0.25805954
46,1,0.26945708,0.29684933,0.26628892,0.44110524,0.20983215,0.397712,0.27954505,0.35031748,0.27870892,0.31132404,0.23093806,0.20774728,0.28738616,0.57216462,0.41043449,0.32373333,0.21983073,0.3501279,0.33890761,0.27146302,0.74722021,0.59464544,0.46693373,0.49388402,0.45227849,0.58787088,0.34501105,0.28542038,0.34488902,0.36590279,0.33285126,0.43331042,0.31345015
46,2,0.30190615,0.32250253,0.32193768,0.5708303,0.23811502,0.51385671,0.31065399,0.40302117,0.34987361,0.32238006,0.28075345,0.26812459,0.27668233,0.60724714,0.52479885,0.3918303,0.25387553,0.37709832,0.30569984,0.28277063,0.74395697,0.58918114,0.47242881,0.59201437,0.49180234,0.63804251,0.35557011,0.35987167,0.35562478,0.37831198,0.37445022,0.50225277,0.39604932
47,0,0.32099239,0.35309652,0.34138415,0.71463037,0.26881895,0.59571,0.3237249,0.40738138,0.41538013,0.34045832,0.34076986,0.32583366,0.30032554,0.54073212,0.55347675,0.43606465,0.28623245,0.3919984,0.29175258,0.29269382,0.75181291,0.5474151,0.4556736,0.72064012,0.52992719,0.62501763,0.39537413,0.41977899,0.38087794,0.37364285,0.3772939,0.54406262,0.46519023
47,1,0.29744363,0.38182858,0.31625041,0.77336125,0.29596726,0.58563564,0.31275102,0.39001203,0.43847949,0.3858818,0.38238753,0.34381411,0.31083364,0.42361405,0.53558059,0.42118788,0.30982678,0.40073541,0.29348731,0.28426224,0.73730964,0.50187555,0.42600366,0.78999683,0.53791213,0.55102976,0.41239958,0.43560116,0.39444132,0.33914939,0.33570577,0.52603284,0.48655796
47,2,0.24862787,0.38995777,0.24567124,0.72655681,0.29319165,0.48685829,0.27289852,0.33633147,0.42447015,0.40790003,0.39634897,0.32462692,0.3101434,0.30553322,0.44338951,0.37712323,0.30017836,0.3827498,0.29538065,0.23944266,0.74184191,0.48202269,0.41555343,0.74689976,0.49802831,0.4496638,0.40476385,0.4002699,0.38942976,0.25513803,0.25096956,0.46590302,0.44557475
48,0,0.19921875,0.34302021,0.2226478,0.67068463,0.24150855,0.36075361,0.23354363,0.27759974,0.40094303,0.40154114,0.36852865,0.31254609,0.28549058,0.31206094,0.33102397,0.34778182,0.23927122,0.33555556,0.29437946,0.1990443,0.73851825,0.49354474,0.39370374,0.61657336,0.45983801,0.42745803,0.36188449,0.36211743,0.35006149,0.21135253,0.18362041,0.40260405,0.39610611
48,1,0.23055528,0.2722062,0.23386408,0.57242353,0.19117275,0.3539611,0.19223387,0.22718338,0.39838616,0.36263066,0.33651716,0.3094756,0.25065933,0.34699534,0.27332091,0.34268283,0.19509918,0.28591527,0.28344568,0.19038942,0.68123036,0.51488685,0.35585648,0.43327348,0.43067168,0.4740678,0.32613805,0.35068493,0.28824469,0.19764892,0.15033041,0.40732341,0.33811146
48,2,0.27035947,0.23658623,0.28877423,0.49065004,0.17174347,0.41118976,0.2095255,0.21155335,0.41943418,0.34800322,0.31530835,0.33036564,0.23808052,0.3981697,0.27690353,0.34433939,0.1849001,0.2604956,0.2841594,0.27586638,0.60569253,0.52382232,0.35190281,0.42459068,0.43251248,0.51864391,0.31981197,0.36873759,0.26885366,0.20569938,0.16390965,0.4425735,0.3148698
49,0,0.28723299,0.23482166,0.28827831,0.45195739,0.17338452,0.42912913,0.19151413,0.17891138,0.38455182,0.34534977,0.29669082,0.30641852,0.26315573,0.38804486,0.20668248,0.28219798,0.1939021,0.24982414,0.25975416,0.32333869,0.51237007,0.46153157,0.32929548,0.40965459,0.40592326,0.49925942,0.32457115,0.36824362,0.2677502,0.18893805,0.17311234,0.44852997,0.2578973
49,1,0.19544848,0.21302618,0.28215842,0.39749636,0.16128934,0.41258401,0.15034654,0.16494919,0.314126,0.31722728,0.2734172,0.27165096,0.24314913,0.26881083,0.20033031,0.15053737,0.18849133,0.24621902,0.20460944,0.33300286,0.41576626,0.41031498,0.28563964,0.39743319,0.30841037,0.40388865,0.28788924,0.32188725,0.22484166,0.13212257,0.12982884,0.38053456,0.13824937
49,2,0.15087273,0.21172405,0.35669442,0.32071194,0.17407336,0.35245245,0.1409721,0.14724628,0.26718841,0.31937148,0.25470395,0.25093522,0.22159723,0.27000635,0.25993902,0.13566061,0.19925303,0.24589928,0.17240285,0.29908896,0.29681533,0.37261357,0.25395802,0.4008556,0.30494969,0.38564443,0.27666367,0.27348373,0.1705192,0.13047154,0.136567,0.29313478,0.14980936
50,0,0.1404643,0.20329062,0.33213046,0.23183722,0.15869607,0.27849278,0.14673894,0.10462349,0.19938752,0.25269365,0.22864078,0.20187447,0.18211975,0.29266822,0.31041755,0.14951111,0.18312843,0.20491607,0.18736122,0.23919257,0.21989969,0.30910231,0.21075503,0.35916341,0.28611634,0.34145625,0.22928238,0.23481693,0.14754193,0.12656188,0.18284585,0.17851088,0.16339742
50,1,0.14959949,0.21653098,0.26287023,0.198689,0.15969894,0.20883026,0.13392572,0.098015273,0.17937002,0.23887698,0.2188705,0.16234698,0.13673919,0.2261003,0.3045058,0.16753939,0.18062655,0.15964029,0.1888184,0.20547517,0.16624365,0.20035384,0.21100758,0.27004331,0.17131637,0.15591057,0.17684959,0.1782095,0.12007035,0.093006208,0.17415231,0.1134097,0.099651172
50,2,0.16960047,0.21945164,0.18410307,0.22948835,0.16578705,0.21800372,0.11187133,0.057501102,0.22569512,0.27647414,0.21336661,0.15810997,0.15584951,0.19187474,0.23910392,0.19885253,0.18303267,0.13350919,0.20627478,0.2090836,0.15689509,0.28811851,0.21793085,0.27183902,0.1021435,0.21558048,0.14261158,0.13562662,0.11808182,0.08799366,0.18108547,0.090973654,0.10661962
51,0,0.18564577,0.29252918,0.32199044,0.28694465,0.24066777,0.29298584,0.14012795,0.099660476,0.35773867,0.37670866,0.19079037,0.19875035,0.28412041,0.22595218,0.22614551,0.25342222,0.26613357,0.17195843,0.25145718,0.2477224,0.17727822,0.51053109,0.28480362,0.46296609,0.2056451,0.40909625,0.30190952,0.21308754,0.13976023,0.14597807,0.23256419,0.16061856,0.22685974
51,1,0.2449194,0.4103416,0.41270193,0.38610706,0.35355613,0.38582154,0.17426693,0.20602566,0.48244215,0.53963415,0.18427458,0.23666886,0.41821198,0.38190859,0.24571017,0.33784242,0.40057699,0.22963229,0.2876586,0.31034298,0.20356539,0.67938683,0.37850736,0.62274216,0.26333961,0.53505431,0.37978695,0.27714009,0.17176059,0.21607449,0.32079406,0.21193585,0.34550986
51,2,0.28087915,0.48792182,0.49905564,0.44051347,0.43313715,0.45911626,0.24771637,0.30227183,0.59302936,0.615197,0.20923698,0.27218729,0.51995508,0.4934088,0.29394427,0.43479596,0.4786023,0.25564349,0.31163759,0.33230618,0.22332004,0.76693876,0.49062963,0.72255202,0.30136628,0.66554991,0.4120137,0.31633142,0.19064587,0.27332585,0.39768172,0.24576556,0.45194289
52,0,0.3286071,0.56135227,0.61558672,0.52602877,0.52262528,0.53399828,0.34952017,0.41150332,0.6788742,0.66870812,0.25564064,0.32693313,0.57722421,0.6278248,0.36827306,0.54387879,0.54541102,0.29430056,0.35387589,0.3647642,0.24424704,0.84377484,0.62229383,0.76451885,0.33282337,0.77604975,0.44034659,0.35963742,0.21714043,0.36518293,0.48212003,0.31899198,0.59902653
52,1,0.40187401,0.61976562,0.74397772,0.61059723,0.60458685,0.58339768,0.43595166,0.51452806,0.74842504,0.72829,0.3479557,0.39224467,0.62759097,0.71880025,0.49101381,0.63787475,0.60223613,0.38282974,0.41913164,0.45462665,0.27730844,0.89711893,0.77984847,0.80877786,0.37279719,0.9001152,0.47525111,0.40218465,0.26349728,0.45981376,0.56207345,0.41447117,0.73775452
52,2,0.5189379,0.66858944,0.7987296,0.7342134,0.68188863,0.61868297,0.5094011,0.63221787,0.80920669,0.79911552,0.45598933,0.47411539,0.68455104,0.77716885,0.60509867,0.72991515,0.65466799,0.4792486,0.51933981,0.52516077,0.33335146,0.94409173,0.87224593,0.84950882,0.43606316,0.96895425,0.52493598,0.4397413,0.33630272,0.59467045,0.66287509,0.51576938,0.85787296
53,0,0.68517603,0.74940674,0.78589894,0.81558631,0.78479897,0.65883741,0.56453705,0.74118726,0.85314991,0.82270169,0.53667442,0.57208941,0.73068364,0.79632882,0.66990768,0.78714343,0.75573698,0.55918465,0.63279144,0.61101286,0.39607203,0.96731499,0.91631107,0.89239463,0.51989692,1,0.58398718,0.46683302,0.42021173,0.68696341,0.74168562,0.64807942,0.95878965
53,1,0.79117633,0.82249644,0.70935815,0.89068645,0.8573498,0.73230373,0.59491736,0.83624212,0.89042388,0.8010587,0.55304253,0.68872769,0.76608151,0.80426365,0.70752096,0.79583838,0.83876606,0.63268585,0.75141753,0.7070025,0.47627508,0.98095334,0.90681878,0.93698109,0.58984701,0.97318616,0.6597949,0.50882008,0.50651157,0.7644961,0.80511321,0.73539519,1
53,2,0.84491199,0.87041972,0.60869657,0.9313547,0.89780889,0.83304733,0.5688644,0.89318688,0.91035388,0.78357009,0.54393546,0.82975557,0.76019904,0.79458316,0.76602863,0.73996768,0.89353221,0.7086251,0.87808287,0.79736513,0.65983805,1,0.85347035,0.97897961,0.64087376,0.89863403,0.73480747,0.57284718,0.60699548,0.79679038,0.85971184,0.74836197,0.9739596
54,0,0.82112836,0.88366008,0.58207506,0.8929898,0.91439164,0.90690691,0.60360761,0.91154501,0.93705036,0.78444117,0.58612061,0.93974337,0.70176577,0.79099661,0.81333107,0.7064404,0.9131762,0.75003997,0.96981562,0.81581815,0.84819918,0.97211865,0.83032309,1,0.72954267,0.79348286,0.81157404,0.64561797,0.70983575,0.79130894,0.89454014,0.76510118,0.91141397
54,1,0.78443928,0.83226851,0.69673852,0.87479971,0.87583699,0.93593594,0.67997157,0.91750158,0.97812561,0.79187885,0.6486189,1,0.6367907,0.81948794,0.84456678,0.72277172,0.872751,0.7939968,1,0.7924348,0.85267102,0.95545702,0.87564225,0.97379318,0.85461834,0.70949123,0.84874706,0.72388858,0.81507833,0.76218465,0.92384357,0.86880489,0.8169871
54,2,0.80492237,0.78569603,0.83652517,0.88681719,0.84714892,0.90569141,0.71515905,0.94917859,1,0.8174082,0.66080952,0.98204637,0.65891952,0.83526238,0.87066994,0.74840404,0.86377294,0.88001599,0.97108446,0.7666756,0.76770607,0.89710773,0.89854568,0.92745326,0.92800458,0.70143885,0.8879898,0.77959974,0.89011368,0.73748514,0.92893511,0.92142039,0.77018739
55,0,0.86629747,0.77619169,0.92823906,0.88016205,0.85797786,0.81445731,0.73942598,0.96034119,0.96976473,0.82384079,0.64701217,0.90379587,0.68821857,0.81026238,0.8525451,0.72949495,0.92130433,0.96586731,0.91192506,0.73819221,0.76232777,0.80709239,0.85367064,0.8304109,0.96097521,0.74459256,0.9148961,0.80256658,0.90381499,0.73543785,0.9225436,0.95379916,0.76301614
55,1,0.93429836,0.80589731,0.92154939,0.85769301,0.89593484,0.70924496,0.7346188,0.92361301,0.89311686,0.77861163,0.6094626,0.80437377,0.69978778,0.75429539,0.81809096,0.64529293,0.98503657,1,0.87087629,0.71256699,0.75906454,0.70018028,0.76705565,0.71431288,0.93078622,0.78204495,0.87323285,0.78825686,0.84273382,0.74177784,0.91858954,0.92829324,0.78573862
55,2,0.97528926,0.82109695,0.8180811,0.85596322,0.90050346,0.64387959,0.71740714,0.86246292,0.8248882,0.71542482,0.59524135,0.71683136,0.68902213,0.71747778,0.77767426,0.54907475,0.98946575,0.98944844,0.83252379,0.70897642,0.71078076,0.63107035,0.68797353,0.64720608,0.85093676,0.8164057,0.84993978,0.73886031,0.77485948,0.74342887,0.93023508,0.87980145,0.81633812
56,0,1,0.80273326,0.73931394,0.86832666,0.86707457,0.62062062,0.72950951,0.82999964,0.76319269,0.76688555,0.62141392,0.74647698,0.7109243,0.71324587,0.70554756,0.57279192,0.93103655,0.94916067,0.80505551,0.72433012,0.68920715,0.68632918,0.67462336,0.6604521,0.79323407,0.84775709,0.85975046,0.69593115,0.76035357,0.73490952,0.94930127,0.86636121,0.8412428
56,1,0.99899871,0.77064243,0.75332637,0.88099964,0.81727565,0.64927785,0.78248623,0.82691414,0.76535096,0.80253283,0.64131683,0.80204073,0.72665554,0.70008464,0.62579826,0.64989091,0.83104493,0.88473221,0.79726408,0.74548946,0.6876964,0.80659971,0.73709832,0.71353121,0.78528185,0.8570908,0.84761281,0.68813974,0.79045736,0.72599392,0.9612718,0.87995418,0.85057192
56,2,0.98898586,0.76433865,0.83314868,0.90727422,0.81175481,0.69358644,0.82976719,0.84236547,0.82762007,0.85888502,0.66979352,0.88132366,0.72632587,0.66941388,0.53815533,0.74293333,0.76981457,0.80727418,0.78874901,0.75605573,0.7152526,0.89147547,0.78737264,0.76513151,0.82377485,0.82233037,0.87764123,0.69109334,0.87376866,0.70776648,0.94383057,0.87934326,0.80751197
57,0,0.94924347,0.79782897,0.9205892,0.91423889,0.85567835,0.72329472,0.83685801,0.84661846,0.87622983,0.88883677,0.72877068,0.91678846,0.70646351,0.64131401,0.45359532,0.79524848,0.79184074,0.76515588,0.77148097,0.76164702,0.69960116,0.89906726,0.79641209,0.77444808,0.87826229,0.77721352,0.93219051,0.69725518,0.96019494,0.67217012,0.87959051,0.85750286,0.72413401
57,1,0.83878066,0.81970964,0.88959936,0.8418791,0.8739832,0.72408122,0.80893904,0.7915798,0.83040054,0.85030823,0.7858608,0.87614808,0.61956567,0.51844054,0.37467604,0.69626667,0.82292876,0.77239808,0.74344766,0.77216863,0.64751027,0.82669891,0.75179831,0.72687229,0.9079604,0.70384869,0.91142319,0.70575954,0.95267762,0.60348039,0.75316867,0.82054219,0.61465077
57,2,0.73344788,0.81290692,0.73924008,0.75226693,0.85884903,0.73094523,0.76505243,0.63246804,0.80013611,0.72225945,0.81840558,0.77995736,0.54793547,0.44464664,0.30559837,0.54022626,0.8242216,0.76932854,0.70389572,0.75510004,0.67585207,0.73820641,0.67854219,0.67602197,0.86918105,0.69170546,0.8366211,0.7098844,0.84395223,0.54496764,0.52923844,0.80221459,0.51658149
58,0,0.67715338,0.81577891,0.63736507,0.7206118,0.87756921,0.7970828,0.68810201,0.46312291,0.78377406,0.65718976,0.82278135,0.6737641,0.60028022,0.51969953,0.29775557,0.5080404,0.87829345,0.74454037,0.65333069,0.67726867,0.73785352,0.77605339,0.63277889,0.72248864,0.76376503,0.75014106,0.79330909,0.69638947,0.66593869,0.52976489,0.43074965,0.81275296,0.52374463
58,1,0.70548606,0.79382522,0.61669463,0.79490168,0.86995148,0.88216788,0.63626266,0.39605199,0.74146413,0.67354597,0.77061398,0.61146941,0.7004059,0.66621879,0.30736851,0.57786667,0.88913894,0.7222462,0.63220658,0.58764737,0.72081218,0.88283113,0.61939389,0.81475652,0.66184243,0.82053181,0.73951987,0.66614045,0.53993724,0.54620262,0.44691799,0.81473845,0.58435142
58,2,0.77540299,0.76828155,0.61432053,0.8662327,0.85481731,0.92092092,0.60972099,0.38605687,0.72920474,0.70986331,0.73745385,0.59074027,0.769543,0.76356327,0.31313628,0.67242828,0.88196847,0.71884892,0.61944885,0.51408539,0.66231569,0.97041665,0.59309414,0.86896588,0.62681011,0.83018291,0.73306517,0.6450578,0.43653375,0.55255581,0.50549778,0.80717831,0.64636976
59,0,0.82601117,0.73894101,0.61417281,0.90080117,0.84538631,0.92885743,0.5910343,0.39823209,0.72764923,0.73606272,0.73205251,0.59284536,0.78083405,0.84979898,0.29127636,0.75513535,0.88751092,0.73498801,0.62733941,0.4802876,0.5939328,0.96888262,0.53480798,0.86802577,0.64630614,0.77280529,0.76325729,0.63176656,0.4331544,0.52487782,0.56115264,0.78327606,0.6509613
59,1,0.79778975,0.67988269,0.54718116,0.8522032,0.76613957,0.92042042,0.50629998,0.45098343,0.71918141,0.71730099,0.72268563,0.61346724,0.70576297,0.94349344,0.25650885,0.79319596,0.84812718,0.75671463,0.68194885,0.56724723,0.55213923,0.90389331,0.45542977,0.82822436,0.67273992,0.69302205,0.75962067,0.61541987,0.45615467,0.4759543,0.63714657,0.75578465,0.56003894
59,2,0.76792425,0.65594538,0.5233136,0.82967953,0.71105281,0.90519091,0.43417452,0.54745595,0.76406766,0.7120075,0.72254889,0.66354702,0.66039271,0.98602412,0.31128144,0.82973737,0.80527192,0.78377298,0.77825139,0.67165952,0.61058738,0.84584635,0.49881564,0.80988698,0.71999509,0.62022147,0.76588828,0.59357336,0.48633892,0.45976093,0.7412523,0.76846124,0.54981747
60,0,0.81195609,0.75187714,0.67087673,0.88162782,0.8234448,0.88195338,0.4265861,0.68315841,0.85693175,0.75931386,0.75153836,0.70294043,0.78442947,1,0.54324553,0.87749495,0.8894023,0.87585931,0.85632435,0.80122365,0.68944888,0.86476984,0.61285378,0.87294814,0.83424691,0.66502092,0.80886119,0.58155523,0.61947838,0.53465857,0.87504062,0.81809851,0.71111382
60,1,0.87219393,0.83927811,0.87218934,0.94610342,0.93663705,0.86286286,0.47488004,0.77331697,0.90651371,0.83496382,0.7791604,0.69214679,0.9514258,0.96115108,0.84505802,0.90359596,0.97614231,0.95371703,0.92835052,0.85534119,0.72359197,0.90088123,0.70467648,0.9526566,0.87253538,0.76546998,0.85403244,0.56938433,0.72060598,0.65612204,0.98412956,0.88323788,0.85430356
60,2,0.9065714,0.83772042,0.93903327,0.98789148,0.94053709,0.81352781,0.50265683,0.80953289,0.88857671,0.84166443,0.80322713,0.68475885,0.94647052,0.86200804,0.96104006,0.89527273,0.98017645,0.97801759,0.96499802,0.84031797,0.70352913,0.89999664,0.69072542,0.9777543,0.85690911,0.83710679,0.8996948,0.53714926,0.77459511,0.743627,1,0.92378771,0.90678997
61,0,0.92532387,0.79636864,0.91995611,1,0.89240962,0.72136422,0.51754043,0.78947118,0.80087498,0.80883141,0.84643785,0.66653705,0.86712408,0.70443292,1,0.83264646,0.94419239,0.97378098,0.96792228,0.78049303,0.62013536,0.86088437,0.59238004,0.94181895,0.8562546,0.82756148,0.94136975,0.50538779,0.83497511,0.7757892,0.90439822,0.92653685,0.91595684
61,1,0.84797765,0.67276356,0.75900309,0.89719592,0.73266003,0.64686115,0.46566554,0.72200712,0.64092942,0.73405253,0.84541228,0.6314611,0.65336671,0.55405205,0.89641738,0.65944242,0.82095359,0.89336531,0.91322363,0.68148446,0.55768673,0.76346759,0.41073761,0.80291539,0.83621042,0.68046739,0.91614729,0.47273514,0.85592938,0.69772817,0.70371574,0.87315769,0.80625456
61,2,0.77527937,0.55431833,0.60120498,0.77972505,0.57020574,0.66226941,0.39031455,0.71117809,0.59423488,0.61748191,0.7516751,0.69198589,0.4744612,0.50220059,0.85102058,0.46206061,0.65697834,0.76639488,0.8274088,0.64585566,0.62992507,0.73886705,0.44059915,0.62764339,0.85249121,0.52047774,0.8600311,0.50310638,0.83027391,0.6323207,0.47407106,0.80809469,0.69853979
62,0,0.72737836,0.55409928,0.58780454,0.72195011,0.56795689,0.79236379,0.43220188,0.75213543,0.71230799,0.50032163,0.72042937,0.80895939,0.41849013,0.58588658,0.86211569,0.4056404,0.61566731,0.74794564,0.79204996,0.65451947,0.73513416,0.79351003,0.652913,0.54057252,0.93029534,0.49670852,0.8291023,0.62774355,0.89082633,0.6641791,0.36440256,0.81130202,0.72036992
62,1,0.73861501,0.5868716,0.70828189,0.71209942,0.62928371,0.89296439,0.52972277,0.78209695,0.86165662,0.45840927,0.70716532,0.88428688,0.4563914,0.68854211,0.8696536,0.55683232,0.65174713,0.78273381,0.7834655,0.67476777,0.79737733,0.86816263,0.89340765,0.50791169,0.98077395,0.55515588,0.81124662,0.70550491,0.95214888,0.72599392,0.46502004,0.80985109,0.7565101
62,2,0.77717069,0.64294841,0.78137233,0.75304079,0.70460002,0.94108394,0.57044606,0.79658331,0.94730702,0.45405387,0.71085738,0.93230179,0.55178844,0.77434405,0.85491657,0.68151919,0.73202294,0.86083133,0.78005551,0.67828689,0.77175489,0.88901206,0.99843247,0.4988592,0.99460034,0.64936286,0.86124721,0.76284565,1,0.77585524,0.61033474,0.71122566,0.77774803
